Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
1,05/26/2015,,,,,,,,
1,05/27/2015,,,,,,,,
1,05/28/2015,,,,,,,,
1,05/29/2015,,,,,,,,
1,05/31/2015,,,,,,,,
1,06/02/2015,,,,,,,,
1,06/07/2015,,,,,,,,
1,06/14/2015,,,,,,,,
1,06/21/2015,,,,,,,,
1,04/21/2017,,,,,,,,
1,04/22/2017,,,,,,,,
1,04/23/2017,,,,,,,,
1,04/24/2017,,,,,,,,
1,04/26/2017,,,,,,,,
1,04/28/2017,,,,,,,,
1,05/03/2017,,,,,,,,
1,05/10/2017,,,,,,,,
1,05/17/2017,,,,,,,,
