Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Echo Lake,Iron,2301800,NO,26,,263044,NW,DRAINAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8190050,08/28/1992,5,NO,1.5,,,54,,,,,,BROWN,2-Very minor aesthetic problems
8190050,09/12/1992,4.75,NO,1.4,,,55,,,,,,BROWN,2-Very minor aesthetic problems
8191061,07/27/1993,5,NO,1.5,,,54,,,NORMAL,,,BROWN,2-Very minor aesthetic problems
8191061,08/08/1993,5.5,NO,1.7,,,53,,,LOW,,,BROWN,1-Beautiful, could not be nicer
8191061,08/26/1993,5,NO,1.5,,,54,,,LOW,,,BROWN,1-Beautiful, could not be nicer
8191061,09/10/1993,5,NO,1.5,,,54,,,LOW,,,BROWN,1-Beautiful, could not be nicer
8191061,06/16/1994,6,NO,1.8,,,51,,,DOWN FOR THIS EARLY IN SEASON,,,BROWN,2-Very minor aesthetic problems
8191061,06/21/1994,6,NO,1.8,,,51,,,DOWN FOR MID-JUNE,,,BROWN,1-Beautiful, could not be nicer
8190050,07/04/1994,6.75,NO,2.1,,,50,,,NORMAL,,,BROWN,2-Very minor aesthetic problems
8190050,07/24/1994,6.25,NO,1.9,,,51,,,NORMAL,,,BROWN,2-Very minor aesthetic problems
8191061,08/22/1994,6.75,NO,2.1,,,50,,,HIGH,,,,2-Very minor aesthetic problems
8191061,09/18/1994,8,NO,2.4,,,47,,,HIGH,,,BROWN,1-Beautiful, could not be nicer
8191061,06/15/1995,6.25,NO,1.9,,,51,,,NORMAL,,,BROWN,1-Beautiful, could not be nicer
8191061,08/15/1995,6.5,NO,2,,,50,,,LOW,,,BROWN,3-Enjoyment somewhat impaired (algae)
8191061,06/25/1996,5,NO,1.5,,,54,,,NORMAL,,,BROWN,2-Very minor aesthetic problems
8191061,07/05/1996,4.75,NO,1.4,,,55,,,NORMAL,,,BROWN,1-Beautiful, could not be nicer
8191061,08/02/1996,4.75,NO,1.4,,,55,,,HIGH,,CLEAR,BROWN,2-Very minor aesthetic problems
8191061,09/03/1996,4.75,NO,1.4,,,55,,,LOW,,CLEAR,BROWN,2-Very minor aesthetic problems
8191061,06/21/1997,5.25,NO,1.6,,,53,,,,,CLEAR,BROWN,1-Beautiful, could not be nicer
8191061,07/06/1997,5,NO,1.5,,,54,,,HIGH,,CLEAR,BROWN,2-Very minor aesthetic problems
8191061,07/28/1997,5.5,NO,1.7,,,53,,,NORMAL,,CLEAR,BROWN,1-Beautiful, could not be nicer
8191061,08/12/1997,5.25,NO,1.6,,,53,,,LOW - ABOUT NORMAL,,CLEAR,BROWN,2-Very minor aesthetic problems
8191061,09/14/1997,6.5,NO,2,,,50,,,NORMAL,,CLEAR,BROWN,
8191061,06/13/1998,6,NO,1.8,,,51,,,NO CHANGE,,CLEAR,BROWN,2-Very minor aesthetic problems
8191061,07/04/1998,6.25,NO,1.9,,,51,,,LOW,,CLEAR,BROWN,1-Beautiful, could not be nicer
8191061,08/03/1998,6.5,NO,2,,,50,,,LOW,,CLEAR,BROWN,2-Very minor aesthetic problems
8191061,08/31/1998,5.5,NO,1.7,,,53,,,LOW,,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8191061,09/23/1998,4.25,NO,1.3,,,56,,,LOW,,MURKY,GREEN,4-Would not swim but boating OK (algae)
8191061,06/29/2000,5.5,NO,1.7,,,53,,,HIGH,,MURKY,BROWN,1-Beautiful, could not be nicer
8191061,07/06/2000,5.25,NO,1.6,,,53,,,HIGH,,MURKY,BROWN,2-Very minor aesthetic problems
8191061,08/25/2000,5,NO,1.5,,,54,,,NORMAL,,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8190908,10/16/2000,5.25,NO,1.6,,,53,,,NORMAL,,MURKY,BROWN,2-Very minor aesthetic problems
8191061,07/05/2001,5.75,NO,1.7,,,52,,,NORMAL,,CLEAR,BROWN,1-Beautiful, could not be nicer
8191061,08/01/2001,5.75,NO,1.7,,,52,,,LOW,,CLEAR,BROWN,1-Beautiful, could not be nicer
8191061,06/14/2002,5.75,NO,1.7,,,52,,,NORMAL,,CLEAR,BROWN,
8191061,07/17/2002,6.5,NO,2,,,50,,,NORMAL,,CLEAR,BROWN,
8191061,10/18/2002,4.75,NO,1.4,,,55,,,NORMAL,,CLEAR,BROWN,
8191061,06/11/2003,4,NO,1.2,,,57,,,HIGH,,MURKY,BROWN,
8191061,06/30/2003,5,NO,1.5,,,54,,,NORMAL,,CLEAR,BROWN,
8191061,07/29/2003,7.25,NO,2.2,,,49,,,NORMAL,,CLEAR,BROWN,
8191061,08/30/2003,5.75,NO,1.7,,,52,,,NORMAL,,MURKY,BROWN,
37543079,09/10/2010,5.4,NO,1.6,,,53,,,HIGH,,CLEAR,BROWN,2-Very minor aesthetic problems
37543079,10/07/2010,4.5,NO,1.4,,,55,,,HIGH,,MURKY,BROWN,2-Very minor aesthetic problems
37543079,05/22/2011,4.75,NO,1.4,,,55,,,HIGH,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,06/12/2011,4.75,NO,1.4,,,55,,,HIGH,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,06/17/2011,4.75,NO,1.4,,,55,,,NORMAL,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,06/25/2011,4.5,NO,1.4,,,55,,,NORMAL,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,07/03/2011,4.75,NO,1.4,,,55,,,NORMAL,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,07/11/2011,5,NO,1.5,,,54,,,LOW,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,07/19/2011,5.25,NO,1.6,,,53,,,LOW,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,07/26/2011,4.75,NO,1.4,,,55,,,LOW,,CLEAR,YELLOW,2-Very minor aesthetic problems
48746156,08/04/2011,5,NO,1.5,,,54,,,LOW,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,08/12/2011,5,NO,1.5,,,54,,,LOW,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,08/20/2011,6.5,NO,2,,,50,,,LOW,,CLEAR,YELLOW,1-Beautiful, could not be nicer
37543079,09/05/2011,4.5,NO,1.4,,,55,,,LOW,,MURKY,YELLOW,3-Enjoyment somewhat impaired (algae)
37543079,09/16/2011,4.75,NO,1.4,,,55,,,LOW,,MURKY,YELLOW,3-Enjoyment somewhat impaired (algae)
37543079,05/21/2012,5,NO,1.5,,,54,,,NORMAL,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,05/26/2012,5,NO,1.5,,,54,,,NORMAL,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,06/03/2012,5.5,NO,1.7,,,53,,,NORMAL,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,06/11/2012,6.5,NO,2,,,50,,,LOW,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,06/19/2012,5.75,NO,1.7,,,52,,,LOW,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,06/27/2012,4.5,NO,1.4,,,55,,,NORMAL,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,07/05/2012,5,NO,1.5,,,54,,,NORMAL,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,07/12/2012,5,NO,1.5,,,54,,,NORMAL,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,07/21/2012,5.5,NO,1.7,,,53,,,LOW,,CLEAR,YELLOW,2-Very minor aesthetic problems
37543079,08/02/2012,4.25,NO,1.3,,,56,,,LOW,,MURKY,YELLOW,3-Enjoyment somewhat impaired (algae)
37543079,08/06/2012,4,NO,1.2,,,57,,,LOW,,MURKY,YELLOW,3-Enjoyment somewhat impaired (algae)
37543079,08/22/2012,4,NO,1.2,,,57,,,LOW,,MURKY,YELLOW,3-Enjoyment somewhat impaired (algae)
37543079,08/30/2012,4,NO,1.2,,,57,,,LOW,,MURKY,YELLOW,3-Enjoyment somewhat impaired (algae)
