Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
1,06/10/1996,,,,,15,,49,
1,06/24/1996,,,,,21,,52,
1,07/09/1996,,,,,23,,52,
1,07/23/1996,,,,,27,,54,
1,08/06/1996,,,,,23,,52,
1,08/13/1996,,,,,31,,55,
1,08/19/1996,,,,,33,,55,
1,08/26/1996,,,,,33,,55,
1,09/03/1996,,,,,45,,58,
1,09/10/1996,,,,,32,,55,
18137029,05/04/2015,,,,,25.6,,53,
106663400,05/21/2015,,,,,24.9,,53,
106663400,06/12/2015,,,,,29.5,,54,
106663400,06/28/2015,,,,,31.3,,55,
106663400,07/10/2015,,,,,31.3,,55,
106663400,07/27/2015,,,,,55,,59,
106663400,08/12/2015,,,,,63.3,,60,
106663400,08/26/2015,,,,,238,,71,
18137029,09/14/2015,,,,,92.3,,63,
18137029,09/28/2015,,,,,130,,66,
18137029,05/03/2016,,,,,35.8,,56,
106663400,05/19/2016,,,,,30.9,,55,
106663400,06/10/2016,,,,,24,,53,
106663400,06/24/2016,,,,,37.4,,56,
8188645,07/08/2016,,,,,36.9,,56,
1,07/24/2016,,,,,28,,54,
8188645,08/15/2016,,,,,43,,57,
8188645,08/25/2016,,,,,104,,64,
18137029,09/13/2016,,,,,84.7,,63,
18137029,09/29/2016,,,,,101,,64,
18137029,05/09/2017,,,,,23.6,,53,
1,05/21/2017,,,,,25.3,,53,
8188645,06/07/2017,,,,,21.8,,52,
8188645,06/24/2017,,,,,25.8,,53,
1,07/05/2017,,,,,23.4,,53,
1,07/20/2017,,,,,21,,52,
1,08/04/2017,,,,,37.4,,56,
1,08/22/2017,,,,,46.8,,58,
18137029,09/08/2017,,,,,99.2,,64,
18137029,09/19/2017,,,,,75,,62,
